BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000341	BGC0000341	Streptomyces fungicidicus DXP synthase 2 gene, partial cds; cationic amino acid transporter, transcriptional regulator, glycosyltransferase, fatty acid oxidation complex alpha-subunit, acetyl-CoA acetyltransferase, transcriptional regulator, beta-mannosidase, probable sugar transport system sugar-binding lipoprotein, sugar transport system permease proteins, ribonuclease D, two-component response regulator, uroporphyrinogen decarboxylase, and PAS protein phosphatase 2C-like protein genes, complete cds; peptide antibiotic enduracidin biosynthetic gene cluster, complete sequence; and unknown genes	NRPS-like.NRPS	NRPS	Streptomyces fungicidicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000342	BGC0000342	Fusarium scirpi esyn1 gene for enniatin synthetase	NRPS	NRPS	Fusarium scirpi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium incarnatum-equiseti species complex
BGC0000343	BGC0000343	Pseudomonas sp. J465 CysB gene, partial cds; UspA domain-containing protein, 5' nucleotidase, 2-dehydropantoate 2-reducatse, hypothetical protein, PilZ, phospho-2-dehydro-3-deoxyheptonate aldolase, and MFS-family transporter genes, complete cds; ddd gene cluster, complete sequence; NHL repeat-containing protein, benzoate transporter, lysine exporter protein, MarR, GntR, glutathione S-transferase, UvrD/REP helicase, isochorismate synthase, enterobactin synthase subunit E, and isochorismatase genes, complete cds; and enterobactin synthetase component F gene, partial cds	NRPS	NRPS	Pseudomonas sp. J465	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000344	BGC0000344	Pseudomonas entomophila str. L48 chromosome,complete sequence	NRPS	NRPS	Pseudomonas entomophila L48	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000345	BGC0000345	Streptomyces hygroscopicus strain ATCC 53709 transposase gene, complete cds; eponemycin biosynthetic gene cluster, complete sequence; and transposase gene, complete cds	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0000346	BGC0000346	Goodfellowiella coeruleoviolacea strain ATCC 53904 FAD-dependent oxidoreductase gene, complete cds; epoxomicin biosynthetic gene cluster, complete sequence; and MarR-like transcriptional regulator gene, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Goodfellowiella coeruleoviolacea	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Goodfellowiella
BGC0000347	BGC0000347	Streptococcus equi subsp. equi integrative conjugative element ICESE2, strain 4047	NRPS	NRPS	Streptococcus equi subsp. equi	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000348	BGC0000348	Neotyphodium lolii strain Lp19 EAS ergot alkaloid biosynthetic gene cluster, partial sequence	NRPS	NRPS	Epichloe festucae var. lolii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Epichloe
BGC0000349	BGC0000349	Saccharopolyspora erythraea NRRL2338 complete genome	NRPS	NRPS	Saccharopolyspora erythraea NRRL 2338	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
BGC0000350	BGC0000350	Uncultured organism clone ET_Etu_NRPS ET-743 non-ribosomal peptide synthase biosynthetic gene cluster, partial sequence	NRPS	NRPS	uncultured organism	unclassified sequences,environmental samples
BGC0000351	BGC0000351	Mycobacterium smegmatis FxbA (fxbA) gene, partial cds; FxbB (fxbB), FxbC (fxbC), and FxuD (fxtD) genes, complete cds; and unknown genes	NRPS	NRPS	Mycolicibacterium smegmatis MC2 155	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
BGC0000352	BGC0000352	Acinetobacter sp. ADP1 complete genome	NRPS	NRPS	Acinetobacter baylyi ADP1	Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
BGC0000353	BGC0000353	Streptomyces sp. MA6548 FK506 peptide synthetase (fkbP), FK506 oxidase (fkbO), and FK506 polyketide synthase (fkbB) genes, complete cds	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. MA6548	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000354	BGC0000354	Actinoplanes firuliensis friulimicin biosynthetic gene cluster	NRPS-like.NRPS	NRPS	Actinoplanes friuliensis	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
BGC0000355	BGC0000355	Aspergillus fumigatus Af293 chromosome 6, whole genome shotgun sequence	NRPS	NRPS	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0000356	BGC0000356	Aspergillus fumigatus DNA, fumitremorgin biosynthetic gene cluster (ftmA, ftmC, ftmD, ftmB/ftmPT1, ftmE, ftmF, ftmG, ftmH, ftmI), complete cds	indole.NRPS	Others	Aspergillus fumigatus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0000357	BGC0000357	Penicillium chrysogenum Wisconsin 54-1255 complete genome, contig Pc00c16	NRPS	NRPS	Penicillium rubens Wisconsin 54-1255	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum species complex
BGC0000359	BGC0000359	Thermobifida fusca YX, complete genome	NRPS	NRPS	Thermobifida fusca YX	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Thermobifida
BGC0000360	BGC0000360	Streptomyces sp. L-49973 GE81112 biosynthetic gene cluster, strain L-49973	NRPS	NRPS	Streptomyces sp. L-49973	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000362	BGC0000362	Mycobacterium avium strain 2151 glycopeptidolipid biosynthesis and daunorubicin resistance gene clusters and insertion sequences IS1601, IS1245 and IS1348, complete sequence	NRPS	NRPS	Mycobacterium avium	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC)
BGC0000363	BGC0000363	Mycobacterium chelonae GPLs gene cluster, genes involved in the biosynthesis of GPLs, type strain CIP104535T	NRPS	NRPS	Mycobacteroides chelonae	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides
BGC0000364	BGC0000364	Mycobacterium abscessus GPL gene cluster, genes involved in the biosynthesis of GPLs, type strain CIP104536T	NRPS	NRPS	Mycobacteroides abscessus	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides
BGC0000365	BGC0000365	Mycobacterium smegmatis isolate mc2 155 insertion sequence IS1096 TnpA (tnpA) and TnpR genes, complete cds; and GPL gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Mycolicibacterium smegmatis MC2 155	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
BGC0000366	BGC0000366	Streptomyces sp. NRRL F-4415 gobichelin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces sp. NRRL F-4415	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000367	BGC0000367	Brevibacillus brevis NBRC 100599 DNA, complete genome	NRPS	NRPS	Brevibacillus brevis NBRC 100599	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
BGC0000368	BGC0000368	Streptomyces sp. ATCC 700974 griseobactin biosynthesis gene cluster, strain ATCC 700974	NRPS	NRPS	Streptomyces sp. ATCC 700974	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000369	BGC0000369	Anabaena sp. Syke748 phage integrase and IS5 family IS5 ssgr transposase genes, complete cds; hassallidin biosynthesis gene cluster, complete sequence; and IS1380 family transposase, hypothetical protein, CemA family protein, and hypothetical protein genes, complete cds	NRPS	NRPS	Anabaena sp. Syke748	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena,unclassified Anabaena
BGC0000371	BGC0000371	Rhodococcus erythropolis PR4 DNA, complete genome	NRPS	NRPS	Rhodococcus erythropolis PR4	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis group
BGC0000372	BGC0000372	Aspergillus fumigatus Af293 chromosome 3, whole genome shotgun sequence	indole.NRPS	Others	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0000373	BGC0000373	Streptomyces clavuligerus ATCC 27064 chromosome, whole genome shotgun sequence	NRPS	NRPS	Streptomyces clavuligerus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000374	BGC0000374	Streptomyces griseoflavus strain W-384 hormaomycin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces griseoflavus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000375	BGC0000375	Streptomyces chromofuscus strain ATCC 49982 transmembrane transporter, indigoidine synthase (indC), IndA (indA), putative phosphatase (indB), and phosphoribosyl transferase-type I domain protein genes, complete cds	NRPS-like	NRPS	Streptomyces chromofuscus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000376	BGC0000376	Streptomyces sp. Sp080513GE-23 DNA, JBIR-34 and 35 biosynthesis gene cluster	NRPS-like.NRPS	NRPS	Streptomyces sp. Sp080513GE-23	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000377	BGC0000377	Bacillus sp. NK2003 koranimine biosynthetic gene cluster, complete sequence	NRPS-like.NRPS	NRPS	Bacillus sp. NK2003	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000378	BGC0000378	Kutzneria sp. 744 regulator gene, partial cds; ornithine cyclodeaminase, adenylation domain protein, radical-SAM, acyl-CoA-like dehydrogenase, thioesterase, and regulator genes, complete cds; kutznerides biosynthetic gene cluster, complete sequence; and transporter, penicillin acylase, and permease genes, complete cds	NRPS-like.NRPS	NRPS	Kutzneria sp. 744	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,unclassified Kutzneria
BGC0000379	BGC0000379	Streptomyces viridochromogenes strain ATCC 29814 laspartomycin biosynthetic gene cluster, complete sequence	NRPS-like.NRPS	NRPS	Streptomyces viridochromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000380	BGC0000380	Sorangium cellulosum strain So ce690 leupyrrin gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000381	BGC0000381	Bacillus licheniformis DSM 13 = ATCC 14580, complete genome	NRPS	NRPS	Bacillus licheniformis DSM 13 = ATCC 14580	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000382	BGC0000382	Streptomyces toxytricini strain NRRL 15443 lipstatin biosynthetic gene cluster, complete sequence	NRPS-like	NRPS	Streptomyces toxytricini	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000383	BGC0000383	Photorhabdus laumondii subsp. laumondii strain TT01 chromosome, complete genome	betalactone.T1PKS.NRPS	Others	Photorhabdus laumondii subsp. laumondii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0000384	BGC0000384	Lyngbya majuscula lyngbyatoxin biosynthetic gene cluster, complete sequence	indole.NRPS	Others	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Lyngbya
BGC0000385	BGC0000385	Lysobacter sp. ATCC 53042 lysobactin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Lysobacter sp. ATCC 53042	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,unclassified Lysobacter
BGC0000386	BGC0000386	Burkholderia thailandensis E264 chromosome I, complete sequence	NRPS	NRPS	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000387	BGC0000387	Pseudomonas syringae pv. syringae strain UMAF0158 hypothetical protein genes, complete cds; mbo operon, complete sequence; hypothetical protein gene, complete cds; and hypothetical protein gene, partial cds		Others	Pseudomonas syringae pv. syringae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
BGC0000388	BGC0000388	Streptomyces hygroscopicus mannopeptimycin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0000391	BGC0000391	Marinactinospora thermotolerans strain SCSIO 00652 methylpendolmycin/pendolmycin gene cluster, complete sequence	indole.NRPS	Others	Marinactinospora thermotolerans	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Marinactinospora
BGC0000392	BGC0000392	Actinosynnema mirum DSM 43827, complete genome	NRPS	NRPS	Actinosynnema mirum DSM 43827	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema
BGC0000393	BGC0000393	Myxococcus xanthus DK 1622, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Myxococcus xanthus DK 1622	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0000394	BGC0000394	Streptomyces lusitanus naphthyridinomycin biosynthetic gene cluster, complete sequence	PKS-like.NRPS	PKS-NRP_Hybrids	Streptomyces lusitanus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000395	BGC0000395	Nocardia uniformis subsp. tsuyamanensis monocyclic beta-lactam antibiotic nocardicin A biosynthesis gene cluster, partial sequence	NRPS	NRPS	Nocardia uniformis subsp. tsuyamanensis	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
BGC0000396	BGC0000396	Nostoc sp. 73.1 hypothetical protein, NdaA (ndaA), and NdaB (ndaB) genes, complete cds; and inosamine-phosphate amidinotransferase gene, partial cds	NRPS	NRPS	Nostoc sp. 73.1	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0000397	BGC0000397	Nostoc sp. ATCC 53789 nostocyclopeptide biosynthetic gene cluster, complete sequence	NRPS	NRPS	Nostoc sp. ATCC 53789	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0000398	BGC0000398	Pseudomonas sp. CMR12a putative acetyltransferase, and LuxR family transcriptional regulator genes, complete cds; motilin biosynthesis gene cluster, complete sequence; and macrolide-specific efflux protein (macA), macrolide export ATP-binding/permease protein MacB (macB), LuxR family transcriptional regulator, glyoxalase family protein, and heme biosynthesis protein genes, complete cds	NRPS	NRPS	Pseudomonas sessilinigenes	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000399	BGC0000399	Pseudomonas protegens Pf-5, complete genome	NRPS	NRPS	Pseudomonas protegens Pf-5	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000400	BGC0000400	Paenibacillus sp. OSY-SE paenibacterin synthetase gene cluster, complete sequence	NRPS	NRPS	Paenibacillus sp. OSY-SE	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000401	BGC0000401	Paenibacillus elgii B69 paebacillibactin biosynthesis gene cluster, complete sequence	NRPS	NRPS	Paenibacillus elgii B69	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000402	BGC0000402	Paenibacillus larvae subsp. larvae DSM 25430, complete genome	transAT-PKS.NRPS	PKS-NRP_Hybrids	Paenibacillus larvae subsp. larvae DSM 25430	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000403	BGC0000403	Paenibacillus elgii strain B69 pelgipeptin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Paenibacillus elgii	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000404	BGC0000404	Penicillium chrysogenum strain AS-P-78 hypothetical protein genes, complete cds; penicillin gene cluster, complete sequence; and hypothetical protein genes, complete cds	NRPS	NRPS	Penicillium chrysogenum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum species complex
BGC0000405	BGC0000405	Penicillium chrysogenum strain Wisconsin 54-1255 penicillin biosynthetic gene cluster, partial sequence	NRPS	NRPS	Penicillium chrysogenum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum species complex
BGC0000406	BGC0000406	Streptomyces viridochromogenes strain Tue494 phosphinothricin tripeptide biosynthetic gene cluster: ORFB1, ORFB2, ORF1, phsB gene, ORFM, phsC gene, pmi gene, adhP gene, ORF3, pgdP gene, ppm gene, ppd gene, ORFx, pgmP gene, cpps gene, cppm gene, aldP gene, pmet gene, pms gene, phsA gene, pat gene, dea gene, the1 gene, the2 gene, trs gene, prpA gene, ORFE1, ORFE2 and ORFE3 (partial)	NRPS-like.NRPS.phosphonate.betalactone	Others	Streptomyces viridochromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000407	BGC0000407	Bacillus subtilis subsp. subtilis putative efflux transporter (yoeA), putative epimerase (yoeX), penicillin-binding protein (dacC), plipastatin synthetase (ppsA), plipastatin synthetase (ppsB), plipastatin synthetase (ppsC), plipastatin synthetase (ppsD), plipastatin synthetase (ppsE), integral inner membrane protein (yngL), hypothetical protein (yngK), acyl-CoA dehydrogenase (yngJ), short-chain acyl-CoA synthetase (yngI), and acetyl-CoA carboxylase biotin carboxylase subunit (yngH) genes, complete cds	NRPS	NRPS	Bacillus subtilis subsp. subtilis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000408	BGC0000408	Paenibacillus polymyxa PmxA, PmxB, PmxC, PmxD, and PmxE genes, complete cds	NRPS	NRPS	Paenibacillus polymyxa	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000409	BGC0000409	Streptomyces albus subsp. albus strain ATCC 39897 porothramycin biosynthetic gene cluster, complete sequence	NRPS-like.NRPS	NRPS	Streptomyces albus subsp. albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000410	BGC0000410	Pseudomonas fluorescens strain WCS374 siderophore pseudomonine biosynthesis and transport gene cluster, partial sequence	NRPS	NRPS	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000411	BGC0000411	Pseudomonas putida strain PCL1445 putisolvin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Pseudomonas putida	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000412	BGC0000412	Pseudomonas aeruginosa dihydroaeruginoic acid synthetase (pchE), pyochelin synthetase (pchF), reductase (pchG), ABC transporter (pchH), and ABC transporter (pchI) genes, complete cds	NRPS	NRPS	Pseudomonas aeruginosa PAO1	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
