Supplementary Table 4. Quality assessment and taxonomic classification of the prokaryotic Skin Microbial Genome Catalogue																	
identifier	genome_size	N50	completeness	contamination	5S_rRNA	LSU_rRNA_bacteria	SSU_rRNA_bacteria	Numb_tRNAs	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	novelty	Sample
SMGC_604	842064	1839	53.81	1.88	0	0	0	16	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__DNF00809	s__DNF00809 sp001552935	Known	SAMPLE_2811
SMGC_605	1105551	2188	62.19	1.2	0	0	0	4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__	Novel	SAMPLE_2811
SMGC_606	1764027	125397	99.46	1.9	0	0	0	18	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Dolosigranulum	s__Dolosigranulum pigrum	Known	SAMPLE_2812
SMGC_607	3344788	2481	79.44	2.81	0	0	0	13	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__DSL-40	s__	Novel	SAMPLE_2815
SMGC_608	3898676	23797	98.65	0.52	94.96	40.68	21.2	19	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Marmoricola	s__	Novel	SAMPLE_2815
SMGC_609	4078321	3304	84.62	3.36	0	0	0	11	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E weihenstephanensis	Known	SAMPLE_2816
SMGC_610	2664893	9585	87.93	0.81	94.96	5.71	0	12	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium glutamicum	Known	SAMPLE_2816
SMGC_611	1374788	4253	78.26	1.3	0	0	0	5	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus urinaeequi	Known	SAMPLE_2816
SMGC_612	2528199	18399	91.96	2.5	94.96	0	0	12	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus xylosus	Known	SAMPLE_2816
SMGC_613	2139736	7981	90.12	1.43	0	0	0	0	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus_A	s__Staphylococcus_A sciuri	Known	SAMPLE_2816
SMGC_614	1520644	5040	57.43	1.6	94.96	0	0	3	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium casei	Known	SAMPLE_2816
SMGC_615	1047017	26558	91.46	0.43	0	0	0	20	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Bartonella	s__	Novel	SAMPLE_2816
SMGC_616	2476518	166244	97.18	0	0	0	0	20	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__	Novel	SAMPLE_2817
SMGC_617	2177530	1340988	99.66	0	0	0	0	20	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__	Novel	SAMPLE_2819
SMGC_618	2597982	45109	88.78	0.83	95.8	0	0	8	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus succinus	Known	SAMPLE_2819
SMGC_619	1457354	3160	58	2.44	0	0	0	6	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium genitalium	Known	SAMPLE_2819
SMGC_620	2207350	5789	88.45	2.32	0	0	0	9	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter parvus	Known	SAMPLE_2822
SMGC_621	1996747	23038	96.45	0	0	0	0	19	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__	Novel	SAMPLE_2822
SMGC_622	943182	1558	52.09	4.36	0	0	0	4	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Helcococcaceae	g__Finegoldia	s__Finegoldia magna_H	Known	SAMPLE_2822
